,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,B2,B5,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22
0,0.9110885617192341,1.0512022974014668,1.0197977915897538,0.9662146623810083,0.9008636488852435,0.9725999551687033,0.9798127764593492,1.0039926739216432,0.9945756873733028,1.0849033572840527,0.9637483740842301,1.0382592641734834,0.9528851788013261,0.9205691450698232,0.9129879306071298,0.9053320917809756,0.9932457324396925,1.0790847482144044,1.0571861470187864,1.0042820609390253,0.9941328498546576,0.9143502926399886,0.948224751597654,0.0,1.036953869187081e-06,0.07730787047673719,0.7924378580601305,0.6591945124459969,0.005778267608507706,0.805090132477732,0.33871314646423895,0.02863619051077459,0.6253387337539552,1.7452618098641326,3.929228131705454,0.28801048997864187,-0.15461976688105564,-0.0278123263257268,-0.12230510259705153,-0.013300923569362168,0.005976099065524764,0.07100306972480572,0.07044203270585563,-0.09784152300924114,-0.0053040805260738426,0.12479110915023432,-0.1546061266884772,0.030251522179536656,0.030240183744703716,0.019711793935974133,0.04245114582983099,0.004523054907595156,-0.09437709979647833,0.02264886691495201,-0.026880132228631927,0.005126167603385719,0.04573053240309646,0.00515111724427618,0.0044438541336513145
1,0.5356529510409553,1.0170066590891886,1.016469623350094,0.9127531969026182,1.0999309991971993,0.910214682220977,1.0931544037305554,1.0584465276088746,1.059384211933177,1.016951885562832,0.9335025196289217,1.0242503676006776,0.9932101985298069,1.0827292894406861,1.0999855811405732,0.9093879426123361,1.0326255183040276,0.9478823323250037,1.069486946834227,0.9699233803157612,0.9355600388661677,1.0119469440337046,0.9743476508553561,0.0,1.0628232449772662e-06,0.06946847409934911,0.39984026063693595,0.5571930240520166,0.8528359534062154,1.5073965022475724,0.7878540286405156,3.984982202780362,0.31180888532599005,0.6147042492799194,0.007302627704893847,0.030689661223746733,-0.09778378743753591,-0.02823222044905836,-0.1264181162822814,-0.015741831918558814,-0.0023920809198759003,0.06644212709588063,0.056311220699248064,-0.09840253817781348,-0.002704777412904146,0.1120007720522329,-0.10414492303461947,0.04246273770341066,0.05697913180265504,0.018520696671096855,0.048530857821189606,0.00486473602303765,-0.09933377709303721,0.024010379018486856,-0.03033250038461349,0.006191222008649515,0.04611594990165842,0.005971486584685987,0.004189523976043352
2,1.561021321099822,0.9123212528451148,1.0452565543246124,0.9033070787475173,1.0857301478785706,1.0547337141243143,1.0107681094940029,0.9632527183432588,1.050735237017379,1.0621821340015476,1.0484558766557137,0.9241927479599238,0.9841855936739492,0.9886385373469967,1.044388612165943,1.0354082407509755,1.0394242600804442,1.0857186553194849,0.9265020819519891,1.0529474340339542,0.9819429380727528,1.0514906025505677,0.908296998748178,0.0,1.017308449542206e-06,0.06924446425046024,0.2917233274729078,0.6050544142882108,0.707398381347756,1.6675621383930603,0.7651891903983333,3.6866118204241154,0.30272108472952697,0.6509000515262622,0.0056163593330895815,0.029892523418494917,-0.19519068617643973,-0.029346022965569957,-0.11200183459228613,-0.011553863828484947,0.01184315704667725,0.07250019699084989,0.07361617614437053,-0.09802097517584775,-0.006176552520435208,0.11196865992502306,-0.17425739774477167,0.016047846095176014,0.016676958341282806,0.02364626380501661,0.0393247058038654,0.004118170851374361,-0.0960184591310957,0.02658292710394818,-0.0322672986236397,0.004857160165604445,0.04521529799781179,0.004491695478329028,0.004776929048305786
3,1.0757235274765669,0.5393526820180775,1.084964081902999,1.062747757628593,1.0830525334561014,0.939408419760415,0.9698423904445356,0.9831621494813163,1.0502132683334602,0.9472333506608693,0.9520144396763027,1.0177311269334952,0.9666721346867142,0.9098934044424001,0.9320937288715656,0.9446349402218701,0.93107000203601,1.0232580431342329,1.0240202792517235,1.086963430132467,1.0057673619612681,0.9223597611673472,0.9073181162391114,0.0,1.0233140658190905e-06,0.06853181925470962,0.3593493383763898,0.5557335035218443,0.8600337823965518,1.45268715328868,0.7774474834230121,3.798938084188621,0.2990899109967689,0.7062107861197139,0.006638121386112685,0.03196894180016386,-0.17738260238940454,-0.019849219426937056,-0.11781828877062243,-0.015237657777542176,0.005534632391768209,0.06930744600597137,0.06069350866197345,-0.1063207379301151,-0.005240940641461278,0.14001889489950295,-0.15677920208515062,0.032701625043982135,0.035471250221735404,0.01738061710225894,0.04508093735784022,0.004122643475136411,-0.09265676430805578,0.02371722536207414,-0.031485103014478495,0.005376483212428095,0.04220966729115211,0.004792987069288181,0.0045012849108683976
4,1.0676540843673354,1.6153127910246683,1.0830696948926202,0.977161452706131,1.016167639107012,1.0784949510420976,0.9803121178992278,0.979991129545299,1.0484280753450355,0.9953232856225229,1.0922373554923426,0.967749066186876,0.929377912543902,1.0690481996882821,0.9418837135713947,0.9177933018029755,0.946575975854025,0.9824924570515927,1.001136930171386,0.9385866981891388,0.9739174638910242,0.952107314905664,0.9169081449216536,0.0,9.207746028680599e-07,0.06876957893401632,0.3441970106763983,0.5729595377880353,0.7687651137361038,1.540734302884002,0.7964432118771458,3.997514402122437,0.31967161252967946,0.5745621004872629,0.005707325731430924,0.029985759377905374,-0.15191522209141828,-0.038302946511049686,-0.13171367233256992,-0.010781356509645514,0.005725145214114675,0.06797124249220216,0.06818021812448168,-0.10814485520078623,-0.005677008981191278,0.10951344322861478,-0.15537639545119825,0.031426892777408906,0.027221959673467886,0.019403735360873947,0.0439277805014075,0.0049060928233852314,-0.0934846111608831,0.024095622784946,-0.027513223267711183,0.004822207456288711,0.0497919214185608,0.004987942975848656,0.004841179212385942
5,1.0775550864599126,0.9640377718262034,0.4897710995553424,0.9020073500015218,0.9873576270556756,1.0176768708216115,1.054437766484558,0.9678158667059256,1.0249419441957488,1.0688829051160347,1.0028475549813598,0.9925209770080916,1.067083601066823,1.0932317467478005,0.9694289758208015,0.9235833719522136,0.9403648049558877,1.0536487839356772,0.9491128442786811,1.0233795203105622,0.9223652085660611,1.0348215624393584,0.9899333735058636,0.0,1.0466194886984994e-06,0.07163274659336692,0.3166400874023869,0.6665276762017676,0.7859251753834663,1.9861369905712523,0.9215707297257048,5.081301670932614,0.36375684153599763,0.5947143885521204,0.007366946681445385,0.043705305282346285,-0.15775946457250797,-0.010878351766063962,-0.084596368594234,0.003290966908056684,0.007976340506274278,0.08692792093624475,0.03943043036938689,-0.10952655241118661,-0.005352505528012726,0.11482848353792169,-0.14323518780886457,0.0225786406002995,0.03180249497877693,0.023950858325816383,0.055315597328421215,0.005615288908732648,-0.09675205264938284,0.029690997364811133,-0.03635189274024364,0.005792399866029175,0.04386624241468379,0.0063957967309405325,0.005816512490791846
6,1.0286580567156418,1.0335251896603792,1.3787565311770569,1.0314684658106361,1.0612642768857872,1.0929051464784836,0.9793031735153719,0.9701096391258907,1.0804089637132508,0.9766694933586642,1.0037067790329566,1.050535223681948,1.061086893628595,1.0314415007213935,1.0629210887248046,0.9104719837853739,0.9582888741157972,0.9198626195621766,0.9514872686358368,0.999027136988078,0.9515328889307855,0.9991383723079611,0.9053506267602557,0.0,1.0103436455809226e-06,0.06738119413449989,0.3176169995279033,0.6232513336068861,0.7457920574293565,1.3648274514736622,0.7120892833980998,3.0313844345205117,0.27298042813785867,0.7120930000961591,0.005631460040326618,0.023047956089716874,-0.1400725237904717,-0.04437063426413,-0.12946022396799015,-0.01919570049019259,0.0048365739449134654,0.05531648003570333,0.07330086384093717,-0.09610956341830118,-0.00528399719370951,0.12603458843227927,-0.14536220348501247,0.029263254569596574,0.030788194673236794,0.016739921134155965,0.03582467683114454,0.0033914836539803094,-0.09233704539500934,0.024115354826358015,-0.025878892864685272,0.005167297121683858,0.041284220360013835,0.004629126501582509,0.0033968354580993054
7,0.9276988297629908,1.0076350560259149,0.9047034989711713,0.49042721202544104,1.0345366938261928,1.095573270122953,1.0011047745095236,1.0264557432846735,1.0623309486729586,1.0133340303904175,0.9265098083320773,0.9389188342848382,1.0732155541924535,0.9943782649182809,1.0419854332127871,1.071928594811049,1.03632081593638,0.9261985462824255,0.9836491136566364,1.0508945715665574,1.0483828833043536,1.0509996016179481,0.9458391651351005,0.0,9.458524657923625e-07,0.06533226291957814,0.3311694112434237,0.5859073750542161,0.8097142451922144,1.6655303896232645,0.8079034815723951,3.7288861841955865,0.2867888793156725,0.6830077120867035,0.0064927906111294925,0.02779070666055958,-0.17167685277016922,-0.03090137339538452,-0.1219215532608196,-0.008671862419435407,0.006114466009103426,0.06622641284635711,0.06657287017699458,-0.09330046471688505,-0.004998076625055249,0.12869244854548512,-0.15647774255554533,0.031048735706920016,0.033242447923542494,0.019474247589943244,0.048470655682856544,0.004966741003707564,-0.09644797072206444,0.02345126352793139,-0.03195508098597207,0.005560557041786286,0.041121842709165746,0.004668748854123088,0.004912349268384017
8,1.031636439596467,1.0560713419791519,1.0019859148024592,1.6019846468321224,0.9674253190132999,0.9144506360083431,0.9981788905390045,0.9128535793870771,0.9659768370735085,1.0833319168569053,1.0867382804628796,0.997075784233981,0.9029714341789528,1.029887214593923,0.9916422375422224,0.91801092865542,1.0622634078199864,0.9962089190582852,1.0999625973979605,1.0924793278467977,0.9641519358526127,1.075287567125344,1.016969203557581,0.0,9.407669918593735e-07,0.068491064175271,0.3215192762126632,0.5583318804296534,0.8361915111968188,1.6255069578839458,0.7902185527244606,3.89071548549755,0.3214723194120219,0.7259563510761388,0.005997195327257306,0.029711956735931657,-0.1490850911784856,-0.031727080121763444,-0.13486959862782724,-0.014284737725251425,0.0056798427842898675,0.06549906419524416,0.06479536487807318,-0.09702759316526943,-0.005016249651548083,0.13506606549536201,-0.14304999862741308,0.029380238063359473,0.03332014249581502,0.020921507919671116,0.047126434178708175,0.004776855730131159,-0.09682899833098511,0.025827203341548158,-0.02915558601322093,0.005730601270172964,0.04652412530786188,0.005844002592711143,0.00479981661577149
9,0.9012188107531491,0.9760367224774695,1.046776991693081,1.0319300180002038,0.5143648749073184,0.9064087952674869,0.9136399803389568,1.0111968445737218,1.0357074381591511,1.0788108482883187,0.9943777268691005,1.0358592605187538,0.9450011366495781,1.037515365090505,1.0127204382260286,1.0251163830684544,0.9455878687075032,1.0949062547909847,1.0126012926216548,1.0774394822889537,1.0633152688512089,1.071802429228252,0.9853917843116596,0.0,9.397791022865983e-07,0.07681236924573202,0.33586910312700385,0.5649760947561898,0.7437255048883823,1.6448058555049354,0.8088310950898364,3.6356516726880566,0.31664141305340293,0.6040410506509885,0.0059953062546247125,0.02679767871250602,-0.17519385637973636,-0.028300933120056715,-0.13316730697540627,-0.0115497668821657,0.0033636310458354697,0.0678148673817321,0.061354466736266426,-0.09802698594198372,-0.005712030069977497,0.12763997682194436,-0.1519211970307506,0.032472113603322215,0.03191194814905034,0.020558122011141298,0.04315930781572614,0.004241875429600285,-0.08330501465284813,0.022682693715742615,-0.027357617476554436,0.00535759343552228,0.04364158408259447,0.004981912579232684,0.00446229018519136
10,0.9374652734139561,1.0960504658300074,0.9133541226450235,0.9755383369372459,1.538006973237886,1.0304010143414901,1.0180235998730989,0.9960018651771027,0.9255432074908148,0.9413793533484144,1.095012284834412,1.0039914345090344,1.086927923981849,0.9304443984962096,1.0666129324424352,1.0355827001432143,1.0373997285847834,1.00882804514574,0.9644395489414529,1.0117162128917343,0.9032639593106082,0.9030843438407999,1.0519598057854682,0.0,1.0614423441374501e-06,0.06757667950040107,0.32234458861482,0.5626738467937465,0.803852662979479,1.5374691008257502,0.7843578184391476,4.1790770273944755,0.2666393813477654,0.6989304133332092,0.006101349271989998,0.029345410383801136,-0.15767476949087383,-0.03046924285067339,-0.11896017289124047,-0.0114304874738357,0.007369254218789854,0.07803657831437458,0.0638178491251459,-0.10927922985271375,-0.004804803105531483,0.10880049901293976,-0.141546247859277,0.02765053898113358,0.029412298023625584,0.019668990185987983,0.04095197285820406,0.004340882144530919,-0.08299847883531214,0.022846304909473706,-0.0269389413219797,0.0057763850173526594,0.043286878189594195,0.005450034215784982,0.004416716645217145
11,1.060392843823715,0.902025266054587,1.0690133287024302,1.041653858874986,1.0305993266119382,0.5147171910871168,0.9500373843265661,0.995684226725843,1.0032951243074375,1.0830319711156624,1.0238118394987743,1.0787613859730563,0.9475547389166618,0.9319215985531786,1.0301022426156103,1.0222998623290724,0.9030890827392085,1.0910875493896564,1.0361728680932234,1.011269000560649,0.9200050624013232,0.9957559519941572,1.0854185357608834,0.0,1.0942794075347128e-06,0.07184768907190013,0.3888076841098551,0.6716915337514182,0.9792601014842038,1.5394060671483498,1.0343795721701365,4.703722158123994,0.3582875578402957,0.6813800366981398,0.006784143529619802,0.03904958689334146,-0.1847036904299972,-0.04236526754530006,-0.14692166977156976,-0.018215315379751563,0.012042232710924985,0.05927815801783965,0.08321766574931005,-0.12981434674035972,-0.00430946023999183,0.13281971957600336,-0.15234511394570008,0.02723929648315379,0.04482211261665963,0.01623474938366092,0.04817192889108189,0.006277490563467946,-0.11344593107459106,0.02412728906857524,-0.034161367581159834,0.005991494780481544,0.0454967794180137,0.005602759952677804,0.006569356298137067
12,0.9375704504222241,1.058158438877426,0.9376687268995992,1.039094727121456,0.9924107378488182,1.4086377159269912,0.9625966451230649,0.9405848350589234,1.0076217660051403,1.0859005038999892,1.0227586165595197,1.0980664904287423,1.050745659091926,0.9687044214206119,0.9503450624167898,0.9377985609053984,1.0019492659071891,1.016436116202358,0.9581878304343395,1.0748062597836856,1.0178055496454528,0.9159987255268032,0.9060736960599499,0.0,1.0363812143451092e-06,0.07098219149559466,0.2961172765860814,0.5952798792761859,0.7139607081059842,1.6240237357933804,0.7160753538856707,3.5181745175488954,0.263718098532622,0.6204060650862739,0.005818755054807827,0.023923447670300104,-0.13994141968463233,-0.02217392804739977,-0.11199098832497525,-0.009330136076812852,0.003181614154175348,0.07430681142792708,0.058863731704001825,-0.09112708536576523,-0.005188845339595256,0.12117141504105576,-0.12448578310670384,0.03043655820024065,0.025316061890544275,0.0209650097517338,0.03929189203738278,0.0035932001865179764,-0.0766442203918882,0.028133988887660954,-0.028088267782408284,0.004999389017581308,0.04472351065318505,0.004675775661701238,0.003527619211100387
13,1.0272038829647092,0.9275174859074351,1.0150112301643195,0.9073589733285883,0.9664904421949266,0.9146577115425676,0.5418696836407219,1.0942333722382027,1.0760473201036582,1.009308576093912,0.9815282749419962,1.0144213167285885,0.9863342467112393,0.98356299052656,1.0931604169768618,0.9356066478099384,0.9190629912228995,0.901037845880625,1.0432694640224034,1.0909929355568366,1.0453844555505243,1.0449032377626761,1.0424592535554558,0.0,1.0433225257698501e-06,0.0735925631241286,0.3207642511643692,0.6827895548702849,0.7821045543403665,1.6272909644360412,0.8763930425883983,3.7800557092644462,0.27553003667192244,0.7337791658468695,0.007096396560689284,0.028407297683577134,-0.16482630738514767,-0.028222350386254577,-0.1188017476980586,-0.013076693712315299,0.006662229385327311,0.07374270062931623,0.059550225559916674,-0.10495862781246693,-0.004627915309901447,0.1153982296236072,-0.14025532294864734,0.03052091188755678,0.03289974813646034,0.0234464633517011,0.04316807572879913,0.004558130121895458,-0.0932516095759287,0.025961808159579138,-0.03242709109176271,0.005937507235719612,0.044364844006106643,0.005444074065694582,0.005025829828969842
14,1.0281260474679104,0.9235893494537363,1.0327792709237442,0.9585345712135219,1.0589073980898385,1.0405518504632931,1.5855549632476884,1.0739692092298572,0.9897033587857831,1.0715807665804662,0.9980657512537258,1.0930318772289742,0.960904543486485,1.0306107655058123,1.0457698552092547,0.9312157188068881,1.0706579695186895,0.904115968522929,1.067258503080749,0.9932223473649145,1.0938639378335422,1.0370300606347875,0.9464670097134336,0.0,9.499464507501472e-07,0.07133676826117899,0.3084591459499747,0.5785577906730528,0.7361502608228668,1.5483144454855704,0.7399735391119322,3.966142582489726,0.3140816315893727,0.6712772265589078,0.006165939069762355,0.030961594966298366,-0.1692727397753365,-0.02832672769632044,-0.11957954788484253,-0.012761434776945078,0.005395176918973679,0.07371091943822553,0.06871556308065152,-0.09682320971499256,-0.0056576056237907435,0.1224708612758536,-0.14855642602305177,0.030901132512316958,0.034241317077829694,0.02071393245574481,0.0471129201610871,0.0040506965685223025,-0.09834513050790131,0.02478601864138894,-0.029504665669993102,0.0046728372525238785,0.045419115779670984,0.004780722716690506,0.004756911218935923
15,1.057313305158658,0.9011334700230047,0.9103254603480222,1.0706366006741395,0.9069469171295285,1.0368061973730673,1.0899646285293925,0.5277240653939144,1.0816448492602782,1.0956568698327662,1.0629503621202805,1.0093807075878785,0.927765456096293,1.0467748373853416,1.0809352822995588,0.9730809544851015,0.9751773277064731,1.0685393649223118,1.015072334878946,0.9230271093228827,0.9907871455802655,0.9891738455120818,1.0672565039133086,0.0,1.094904121375641e-06,0.06966033387313965,0.2836118560538001,0.47727518959298587,0.7132517464430519,1.5049481611175959,0.5620186245759382,3.0718333193912404,0.17599744116012275,0.48542611726326773,0.004076355716665901,0.010564738962101429,-0.13768774311303805,-0.020270192529709883,-0.1030224965728759,-0.006420769837554965,-0.001226735581534344,0.05812091069290248,0.04937267961938589,-0.04605828291334911,-5.848637027593859e-05,0.09323141555523451,-0.1088417936551925,0.012678568052574758,0.00908546125737164,0.014147713060554993,0.0180851181309209,0.0017330736324285196,-0.05000705718710659,0.02245122262455344,-0.020769914746134592,0.0035751255709089297,0.043910463174058195,0.0034711570348615883,0.0015332610439908526
16,0.987953543968263,1.04788014223262,0.9123199252516468,1.0486119150819733,1.0441914502333556,0.9274825321309543,0.9360723652002347,1.3917484826929205,1.0948722771820214,0.9187709338353951,1.007933736728918,0.9534226896021083,1.053835386548831,0.9793420088597516,0.9781764729134949,1.0909453451033313,1.0257235521672943,0.979743731905568,0.9615052697436836,1.0931471101585737,0.9014283276295677,0.9358528414575933,0.9382349819417269,0.0,9.454090449034384e-07,0.07775093262024757,0.391386173844488,0.643650471354306,0.7578064842322114,2.044685738813531,1.141026129784178,4.44610895478299,0.3850008776443041,0.8365175049960035,0.007935076416014384,0.05257783897495866,-0.18830227870970487,-0.0418022231609026,-0.15603613397095012,-0.015316991451417261,0.01418228168150426,0.09049021670187,0.07989704797885266,-0.1580801110819619,-0.01117380150620728,0.12910522917814948,-0.18340640847486772,0.041340516928543444,0.05556462044792732,0.02632255829983896,0.07352823872072294,0.00864127131190569,-0.12989956285553608,0.025927899020196085,-0.035838810541039004,0.006653171124982413,0.04279488292508487,0.006568503463695076,0.007868214715747614
17,1.0797491022468118,1.0739173715411945,1.0166153838225829,0.9278214071304788,1.0584661289090405,0.9371772528753446,0.9292436985222495,0.9929357061355859,0.5084405452990286,0.9978724871088829,0.9582450547718641,1.0642037233495645,0.9371013135851509,1.0807892700452826,0.9076754081882102,0.9352019492344986,1.0470639838506788,0.9202988949098981,1.0738760216282823,0.9939889791260814,1.0636750792248741,0.9330722343209249,0.9039870639045792,0.0,9.400549956643297e-07,0.06772804974961173,0.32509824959188893,0.6516999406389525,0.7690958108625644,1.568077597877505,0.8018936292236055,3.6525195497758407,0.26819743834776194,0.6653576672419198,0.006570511232050774,0.028149221628696573,-0.15056606546011683,-0.03179471126503401,-0.12239407319086859,-0.013039708098154147,0.005943712490846641,0.0758839300625714,0.06396981939709497,-0.09179949773584756,-0.0028348690745880383,0.11332183588906825,-0.15901396092469622,0.028024166089834303,0.03340595709639873,0.02163953627781617,0.04812148794557636,0.004429143512864685,-0.08630040847128534,0.027523785774533578,-0.0324584421239548,0.005349662634673801,0.04653492522115643,0.004888404558890096,0.004412170047425348
18,1.0974654889683004,1.0244529175003507,0.9968381289718105,0.918056157254037,0.9163719125464224,1.0840552000101447,0.9221192436318918,0.909755761977041,1.6137919478341793,0.9405353188184449,0.9544064642303638,0.9836787308493495,1.0079681662768343,1.0916690644509413,1.0240303273512221,0.9990365687617749,1.0395422635436278,1.0625627437358942,0.9814780976920143,1.0902886168459063,1.069827258474223,1.0177376611581368,1.0872589510863688,0.0,1.0406548356493414e-06,0.06485610106580057,0.3057074399545564,0.5945651220080738,0.8322413188715164,1.7031124994871407,0.746568445383057,3.6599112095448403,0.26145552379391185,0.7297097462545875,0.005853068032915776,0.028973039030906606,-0.14837097307907104,-0.03230284792290193,-0.13323212986496302,-0.011251656150439144,0.005865097630468736,0.07983588916817742,0.05904977582062165,-0.11114730980405661,-0.006619805118478469,0.1115940739766508,-0.1429037007181429,0.029635059510525256,0.034160090346508236,0.018705082452196806,0.04195147282703716,0.004721211888967443,-0.08872227937795707,0.026861750069698494,-0.02696042294841008,0.005652970332678167,0.046452881593163915,0.0054370600984754176,0.004556069070804514
19,1.0182586967996976,1.0581197309716566,1.0944479991979421,1.04363090708755,1.0307401691097349,1.0866233536075798,0.9492935649598174,1.0121332202875166,1.0373642447364064,0.5403081016101344,0.9089060651859358,0.9557649748138851,0.9632722507783638,0.9877085928049792,1.0151689520268046,1.0784568228662275,0.9004254854880407,1.0466214133912195,0.9350477859240426,1.036192541008467,1.011361514650563,0.964669197548863,1.0032972880699071,0.0,1.08585604280999e-06,0.07435077674743787,0.316231316324018,0.6516075176009095,0.7985126568195254,1.7302696646124225,0.7616235589082818,3.9147718801211324,0.3133971336197546,0.9300581763554538,0.006326521557336295,0.029307842445472018,-0.14658960384221578,-0.07283736668355723,-0.11100932950960735,-0.0033149093265263775,0.007082621349014897,0.062255795771290014,0.07622471307652015,-0.10597905372826456,-0.006532577833252345,0.08366586379478987,-0.14565616650178784,0.02270729570609035,0.02287030795803766,0.023699317237101575,0.04696947619101967,0.004735972579727042,-0.09006887358022458,0.026584125858428245,-0.028597646718480373,0.0057388874034687495,0.04976535697187418,0.005352239779995861,0.004871379614198568
